index,text,label
5610,"
The following is a fragment of a conversation between a student and a teacher:
Student: This leaves $450 - $150 = $300.
",probing
5611,"
The following is a fragment of a conversation between a student and a teacher:
Student: The state taxes are taken from the amount after federal taxes, so it would be 8/100 x $300 = $24.
",focus
5612,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right. The state taxes would be 8/100 x $450 = $36. Then the remaining amount after state tax is $450 - $36 = $414. The final amount left after health insurance, life insurance, and parking fee are removed is $414 - $50 - $20 - $10 = $334.
",probing
5613,"
The following is a fragment of a conversation between a student and a teacher:
Student: He loses $36 from the federal taxes and $150 from the state taxes, which leaves $450 - $36 - $150 = $264. The final amount left after health insurance, life insurance, and parking fee are removed is $264 - $50 - $20 - $10 = $184.
",generic
5614,"
The following is a fragment of a conversation between a student and a teacher:
Student: Thank you! I'm glad I was able to figure it out
",probing
5615,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each cupcake is sold for $1
",probing
5616,"
The following is a fragment of a conversation between a student and a teacher:
Student: He sold 10 cupcakes
",probing
5617,"
The following is a fragment of a conversation between a student and a teacher:
Student: He made 10 x $1 = $10 from the cupcakes
",focus
5618,"
The following is a fragment of a conversation between a student and a teacher:
Student: The total amount he made from the cakes and cupcakes is $20 + $10 = $30
",generic
5619,"
The following is a fragment of a conversation between a student and a teacher:
Student: 20% of 12.50 is 2.50
",focus
5620,"
The following is a fragment of a conversation between a student and a teacher:
Student: The total cost of the meal, drink, and tip is $12.50 + $2.50 = $15.00
",probing
5621,"
The following is a fragment of a conversation between a student and a teacher:
Student: They would get $20 - $15.00 = $5.00 in change.
",generic
5622,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I forgot to subtract the 120 goals from the total of 150. The other 16 players have scored a total of 150 - 120 = 30 goals
",focus
5623,"
The following is a fragment of a conversation between a student and a teacher:
Student: The other 16 players have scored a total of 30 x 16 x 15 = 450 goals
",telling
5624,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I was. The other 16 players have scored a total of 30 x 16 x 15 = 450 goals
",focus
5625,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that is correct. The other 16 players have scored a total of 150 - 120 = 30 goals, which is 30 x 16 x 15 = 450 goals
",probing
5626,"
The following is a fragment of a conversation between a student and a teacher:
Student: Because each of the 16 players scored an average of 1.875 goals per game, so 16 x 15 = 240 goals, and 30 goals were scored by the other players, which is 30 x 16 x 15 = 450 goals
",probing
5627,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that is correct. The other 16 players have scored a total of 150 - 120 = 30 goals, which is 30 x 16 x 15 = 450 goals. So the total goals scored by the whole team is 150 + 450 = 600 goals
",focus
5628,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. The total goals scored by the whole team is 150 + 450 = 600 goals, but since the 8 players have already scored 120 goals, the total goals scored by the entire team is 450 goals
",focus
5629,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that is correct. The total goals scored by the entire team is 450 goals, which is the difference between 150 and 120 goals
",telling
5630,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that is correct. The total goals scored by the entire team is 450 goals, which is the difference between 150 and 120 goals, which can be found by subtracting 120 from 150
",telling
5631,"
The following is a fragment of a conversation between a student and a teacher:
Student: No, I understand the problem now. The total goals scored by the entire team is 450 goals, which is the difference between 150 and 120 goals, which can be found by subtracting 120 from 150, which equals 30 goals
",generic
5632,"
The following is a fragment of a conversation between a student and a teacher:
Student: The terrier was told to hush 6 times.
",probing
5633,"
The following is a fragment of a conversation between a student and a teacher:
Student: The terrier barked 12 times. Therefore, the poodle barked 2 x 12 = 24 times.
",generic
5634,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I initially thought the terrier barked 3 times before it was hushed. But it actually barked 6 times before it was hushed, so the poodle barked 2 x 6 = 12 times.
",generic
5635,"
The following is a fragment of a conversation between a student and a teacher:
Student: I was subtracting the number of aprons Heather already sewed (39) from the number of aprons she needs to sew tomorrow (49) to get the total number of aprons she needs to sew tomorrow (10).
",probing
5636,"
The following is a fragment of a conversation between a student and a teacher:
Student: There are 98 aprons left to sew.
",probing
5637,"
The following is a fragment of a conversation between a student and a teacher:
Student: She would need to sew 49 aprons tomorrow to sew half the remaining aprons.
",generic
5638,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I can now see that. I understand that I need to subtract the number of aprons Heather already sewed (39) from the number of aprons she needs to sew tomorrow (49) to get the total number of aprons she needs to sew tomorrow (10).
",focus
5639,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that is correct. To sew half of the remaining aprons, she would need to sew 49 aprons tomorrow.
",generic
5640,"
The following is a fragment of a conversation between a student and a teacher:
Student: The total amount raised from washing SUVs is 5 x $7 = $35.
The total amount raised from washing trucks is 5 x $6 = $30.
So, the amount raised from washing cars is $100 - $35 - $30 = $35.
We know that each car is charged $5, so the number of cars washed is $35/$5 = 7.
Therefore, they washed 7 cars.
7
",generic
5641,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I initially added the amount raised from washing SUVs and trucks instead of subtracting it from the total amount raised.
",generic
5642,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So if we look at the question in reverse, then the next step would be to divide both sides by 2. That would give us x = 43. So the speed of the rabbit is 43 units.
",probing
5643,"
The following is a fragment of a conversation between a student and a teacher:
Student: Half of 188 is 94.
",telling
5644,"
The following is a fragment of a conversation between a student and a teacher:
Student: The next step would be to subtract 8 from both sides. That would give us 4x = 86.
",generic
5645,"
The following is a fragment of a conversation between a student and a teacher:
Student: We subtract 8 from both sides because we need to isolate the variable ""x"" on one side of the equation. By subtracting 8 from both sides, we can get rid of the 8 on the right side of the equation, leaving us with 4x = 86.
",telling
5646,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I can. After further thinking, I realized that the 60% of the students that are in school are divided into two equal groups, so each group represents 30% of the total students. Since only one of the two groups is physically in school on any day, that means 30% of the total students are present in school on any given day. So the answer is 30%.
",generic
5647,"
The following is a fragment of a conversation between a student and a teacher:
Student: Initially, I incorrectly assumed that since only one of the two groups is physically in school on any day, then each group would represent 15% of the total students. I realized that I was wrong when I thought about it more and realized that each group still represented 30% of the total students, since the two groups are still equal.
",generic
5648,"
The following is a fragment of a conversation between a student and a teacher:
Seth: I said 17 because 32 - 16 = 16, and then I added 1 to get 17 because I need to grow back 1 hair each time I wash and brush my hair to always have one more hair than I started with.
",focus
5649,"
The following is a fragment of a conversation between a student and a teacher:
Seth: 32 - 16 = 16 hairs left after brushing.
",probing
5650,"
The following is a fragment of a conversation between a student and a teacher:
Seth: She needs to grow back 16 + 1 = 17 hairs each time.
",focus
5651,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I understand the problem now and I have corrected my solution.
",focus
5652,"
The following is a fragment of a conversation between a student and a teacher:
Student: I corrected my solution to say that the piggy bank with pennies contains $1 and the piggy bank with dimes contains $5, so Ivan has $6 in total.
",probing
5653,"
The following is a fragment of a conversation between a student and a teacher:
Student: Ivan has two piggy banks, one that can hold 100 pennies and one that can hold 50 dimes.
",focus
5654,"
The following is a fragment of a conversation between a student and a teacher:
Student: The two piggy banks together hold $1 + $5 = $6 in total.
",probing
5655,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, the two piggy banks together hold $1 + $5 = $6 in total.
",probing
5656,"
The following is a fragment of a conversation between a student and a teacher:
Student: Alice walks 10 miles on Monday to Friday morning, and 12 miles on Monday to Thursday afternoon.
",focus
5657,"
The following is a fragment of a conversation between a student and a teacher:
Student: 10 + 12 = 22 miles per day.
",focus
5658,"
The following is a fragment of a conversation between a student and a teacher:
Student: I calculated that in a day Remi drinks 20 x (3-2) = 20 ounces of water from the bottle. Then I multiplied 20 by 7 to get 140 ounces of water in a week. Then I subtracted the 13 ounces of water that Remi spilled to get the final answer of 127 ounces of water.
",probing
5659,"
The following is a fragment of a conversation between a student and a teacher:
Student: 60 ounces of water a day over 7 days would be 60 x 7 = 420 ounces of water.
",focus
5660,"
The following is a fragment of a conversation between a student and a teacher:
Student: I calculated that Stephanie needs 12 candles for the cupcakes with 1 candle each and 24 candles for the cupcakes with 2 candles each. Then I added the two numbers together to get a total of 30 + 24 = 54 candles. Finally, I subtracted the number of candles she already had (30) from the total number of candles she needs (54) to get the number of additional candles she needs (24).
",probing
5661,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I considered all the candles carefully. I made sure to count the number of cupcakes with 1 candle each (12) and the number of cupcakes with 2 candles each (12) and multiplied them by the number of candles needed for each (1 and 2, respectively). Then I added the two numbers together to get the total number of candles needed (54). Finally, I subtracted the number of candles Stephanie already had (30) from the total number of candles needed (54) to get the number of additional candles she needs (24).
",focus
5662,"
The following is a fragment of a conversation between a student and a teacher:
Student: Stephanie needs 24 candles for half the cupcakes (12 cupcakes with 1 candle each) and 12 candles for the other half (12 cupcakes with 2 candles each). This adds up to a total of 24 + 12 = 36 candles.
",focus
5663,"
The following is a fragment of a conversation between a student and a teacher:
Student: To solve the problem, I first calculated how much money Juanita needed to make to break even. I knew that she had to make $17.5 to cover the $10 entry fee plus the $7.5 loss. I then divided this amount by the amount she earned for each drum hit, which was $0.025. This gave me the number of drums she had to hit to break even, which was 700. Since she had already hit 200 drums, I subtracted 200 from 700 to get the final answer of 500 drums.
",focus
5664,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that's correct. I calculated that she needed to hit 700 drums to break even, and since she had already hit 200 drums, I subtracted 200 from 700 to get the final answer of 500 drums.
",telling
5665,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I was mistaken. The correct answer is 300. Juanita had already hit 200 drums, so she only had to hit an additional 100 drums to make the $2.5 she needed to break even. Therefore, the total number of drums she hit is 200 + 100 = 300.
",generic
5666,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by dividing the rope length of 200 meters by 4, which gave me 50 meters. Then I said that Stefan has four pieces of 50 meters each. I then said he gave his mother half of the cut pieces, which is 2 pieces (2 x 50 = 100 meters). After that, I said that Stefan is left with 2 pieces (2 x 50 = 100 meters). Finally, I said that he subdivides the remaining pieces into two more equal parts, which means each part is 100/2 = 50 meters long.
",focus
5667,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, right! So each piece is 50/2 = 25 meters long.
",generic
5668,"
The following is a fragment of a conversation between a student and a teacher:
Student: At first, I thought that Isabel had $51 left after buying the toy, so I assumed that she had $102 before buying the toy. Then I realized that she had to spend half of the remaining money to buy the book, so I multiplied $102 by 2 to get $204. Then I multiplied $204 by 2 to get $408, which is the amount she had at first.
",probing
5669,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I need to double the amount twice, because she spent half of the money each time. So she had $51 left, so she had $51 x 2 x 2 = $408 at first.
",probing
5670,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I can. I now understand that Isabel had $408 at first, because she had to double the amount twice to get to the original amount.
",telling
5671,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure! I started by calculating the total number of hits the team had over the first 5 games. I multiplied 15 (the average hits per game) by 5 (the number of games) to get 75. Then, I subtracted the 25 hits from the best player, leaving 50 hits for the other 10 players over the 5 games. This means that the other players averaged 50/10 = 5 hits per game over the first 5 games. For the next 6 games, the other players will have a total of 6 x 5 = 30 hits. Therefore, each player will average 30/10 = 3 hits over the next 6 games.
",telling
5672,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see! I was calculating the total number of hits for each player over the 5 games, but I should have been calculating the average hits per game. So, if we divide the average of 5 hits per game by 5, we get 1 hit per game. Then, for the next 6 games, the other players will have a total of 6 x 1 = 6 hits. Therefore, each player will average 6/10 = 0.6 hits over the next 6 games.
",telling
5673,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating the number of M&Ms Colleen added to the batch, which was 108/3 = 36. Then, I added the number of chocolate chips (108) and the number of M&Ms (36) to get the total number of pieces in the batch, which was 144. Finally, I divided the total number of pieces by the number of cookies (48) to get the average number of pieces in each cookie, which was 3. Then, I subtracted 1 from 3 to get the average number of chocolate chips in each cookie, which was 2.
",focus
5674,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. So, I should have divided the total number of chocolates (144) by the number of cookies (48) to get the average number of pieces of chocolate per cookie, which is 3. Then, I could have subtracted 1 from 3 to get the average number of chocolate chips in each cookie, which is 2.
",telling
5675,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I used the formula for calculating the increase in value due to repairs. The increase in value was 150%, which is 150/100 x $80,000 = $120,000. Then I added the cost of buying the house and repairs, which was $130,000, to get the total value of the house after repairs, which is $250,000. Finally, I subtracted the cost of buying the house and repairs from the total value of the house after repairs to get the profit Josh made, which is $120,000.
",probing
5676,"
The following is a fragment of a conversation between a student and a teacher:
Student: I added the $50,000 to the value because that was the amount Josh put in repairs, which increased the value of the house by 150%. So, the total value of the house after repairs is the original value plus the amount spent on repairs, which is $80,000 + $50,000 + $120,000 = $250,000.
",probing
5677,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I understand that the repairs are a cost and not necessarily valuable. However, the repairs increased the value of the house by 150%, so the total value of the house after repairs is the original value plus the amount spent on repairs, which is $80,000 + $50,000 + $120,000 = $250,000. Therefore, the profit Josh made is $250,000 - $130,000 (the cost of buying the house and repairs) = $120,000.
",probing
5678,"
The following is a fragment of a conversation between a student and a teacher:
Student: I'm including the cost of repairs in the value because the repairs increased the value of the house by 150%. So, the total value of the house after repairs is the original value plus the amount spent on repairs, which is $80,000 + $50,000 + $120,000 = $250,000. This is the amount that Josh can sell the house for, and the profit he makes is the difference between the sale price and the cost of buying the house and repairs, which is $120,000.
",probing
5679,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, the repairs will make his profit less overall because he has to spend money on repairs. However, the repairs also increased the value of the house by 150%, so the total value of the house after repairs is the original value plus the amount spent on repairs, which is $80,000 + $50,000 + $120,000 = $250,000. This is the amount that Josh can sell the house for, and the profit he makes is the difference between the sale price and the cost of buying the house and repairs, which is $120,000.
",telling
5680,"
The following is a fragment of a conversation between a student and a teacher:
Student: I understand that the $50,000 spent on repairs is a cost and will reduce the overall profit Josh makes. However, the repairs also increased the value of the house by 150%, so the total value of the house after repairs is the original value plus the amount spent on repairs, which is $80,000 + $50,000 + $120,000 = $250,000. This is the amount that Josh can sell the house for, and the profit he makes is the difference between the sale price and the cost of buying the house and repairs, which is $120,000.
",probing
5681,"
The following is a fragment of a conversation between a student and a teacher:
Student: I understand that the profit Josh makes is the difference between the sale price and the cost of buying the house and repairs, which is $120,000 minus the $50,000 spent on repairs. So, the total profit Josh makes is $70,000.
",generic
5682,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by figuring out how many packs of 10 balloons Harry needed to buy. I knew that he wanted to get 14 balloons, so I divided 14 by 10 to get 1.4. Since he can't buy a partial pack, I rounded up to 2 packs. Then I multiplied 2 by $3 to get the cost of the packs, which was $6. Then I subtracted 14 from 20 to get the number of individual balloons he needed, which was 4. I multiplied 4 by $0.5 to get the cost of the individual balloons, which was $2. Finally, I added the two costs together to get the total cost, which was $8
",probing
5683,"
The following is a fragment of a conversation between a student and a teacher:
Student: No, that's not correct. Harry only wanted to buy 14 balloons, so he only needed to buy 2 packs of 10 balloons and 4 individual balloons. That would give him a total of 14 balloons, not 24
",focus
5684,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I see my mistake now. I was incorrectly adding the number of packs of balloons and the number of individual balloons together instead of subtracting the number of individual balloons from the number of packs of balloons. So, Harry only needed to buy 2 packs of 10 balloons and 4 individual balloons, which would give him a total of 14 balloons.
",telling
5685,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, that makes sense. Harry only needs 1 pack of 10 balloons and 4 individual balloons, which would give him a total of 14 balloons. That would cost him 1 x $3 for the pack of 10 balloons and 4 x $0.5 for the individual balloons, for a total of $6 + $2 = $8
",telling
5686,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, you're right. I made a mistake. Harry only needs 1 pack of 10 balloons and 4 individual balloons, which would give him a total of 14 balloons. That would cost him 1 x $3 for the pack of 10 balloons and 4 x $0.5 for the individual balloons, for a total of $6 + $2 = $8
",telling
5687,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by counting the number of legs for the two dogs. Each dog has four legs so I multiplied two by four to get eight. Then I counted the number of legs for the son. He has two legs so I multiplied one by two to get two. Finally, I added the two numbers together to get the total number of legs, which was eight plus two, which equals ten.
",probing
5688,"
The following is a fragment of a conversation between a student and a teacher:
Student: Johnny and his son have two human legs between them.
",probing
5689,"
The following is a fragment of a conversation between a student and a teacher:
Student: Assuming we both have two legs, then the total number of legs would be 4. Two for me and two for you.
",focus
5690,"
The following is a fragment of a conversation between a student and a teacher:
Student: Assuming Johnny and his son are both able bodied, then the total number of legs would be 10. Eight for the two dogs and two for Johnny and his son.
",focus
5691,"
The following is a fragment of a conversation between a student and a teacher:
Student: That's correct. An able bodied pair would have 4 legs, but in this case, there are two dogs and one person, so the total number of legs would be 10. Eight for the two dogs and two for Johnny and his son.
",telling
5692,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by calculating how much slower the machine was working due to the leak. I figured out that the leak was causing a decrease of (1/3 - 1/5) = 2/15 of a barrel filled in 1 minute. Then, I used that to calculate how much longer it would take to fill 12 barrels. I divided 12 by (2/15) to get 90 minutes.
",probing
5693,"
The following is a fragment of a conversation between a student and a teacher:
Student: On a normal day, the machine can fill 1/3 of a barrel of soda in 1 minute. So, to fill 12 barrels it would take 12 / (1/3) = 36 minutes.
",focus
5694,"
The following is a fragment of a conversation between a student and a teacher:
Student: With the leak, it would take 12 / (1/3 - 1/5) = 12 / (2/15) = 90 minutes.
",telling
5695,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by subtracting 150 from 1150, which gave me 1000. Then I multiplied 0.7 by 1000 to get 700, which is the number of votes that James got. Then I subtracted 150 and 700 from 1000 to get the number of votes that the third guy got, which was 150. Finally, I subtracted 150 from 150 to get 0, which is the number of votes the third guy got more than John
",probing
5696,"
The following is a fragment of a conversation between a student and a teacher:
Student: John got 150 votes. So Jack got 150 more votes than John, which is a total of 300 votes.
",probing
5697,"
The following is a fragment of a conversation between a student and a teacher:
Student: James got 700 votes. So Jack got 150 more votes than John, which is a total of 300 votes.
",focus
5698,"
The following is a fragment of a conversation between a student and a teacher:
Student: I started by figuring out how many miles each dog must walk in a week. Since they walk a total of 70 miles a week, I divided that by 2 to get 35 miles. Then I figured out how many miles the first dog walks in a week, which is 2 miles a day multiplied by 7 days, which is 14 miles. So the second dog must walk 21 miles in a week. Finally, I divided 21 by 7 to get the average number of miles the second dog walks in a day, which is 3 miles.
",probing
5699,"
The following is a fragment of a conversation between a student and a teacher:
Student: Dog 1 walks 2 miles a day, so it walks a total of 2 x 7 = 14 miles in a week.
",focus
5700,"
The following is a fragment of a conversation between a student and a teacher:
Student: Since the total mileage of the dogs is 70 and dog 1 walks 14, dog 2 must walk 70 - 14 = 56 miles in a week.
",focus
5701,"
The following is a fragment of a conversation between a student and a teacher:
Student: If we take away Harry's money, the total contribution would be 3x. So, 3x would be equal to the amount of money contributed by Harry's friends, which is $15. Therefore, the total contribution would be $45.
",telling
5702,"
The following is a fragment of a conversation between a student and a teacher:
Student: Altogether, there was $75. Harry's friends contributed $45 and Harry contributed an additional $30. So $45 + $30 = $75.
",probing
5703,"
The following is a fragment of a conversation between a student and a teacher:
Student: The total was 3 times what Harry gave, which was $30. So, 3 x $30 = $90.
",probing
5704,"
The following is a fragment of a conversation between a student and a teacher:
Student: 3 x $30 = $90.
",probing
5705,"
The following is a fragment of a conversation between a student and a teacher:
Student: If we take away the amount Harry gave, which was $30, the total would be $60. This is because 3 x $30 = $90 and $90 - $30 = $60.
",probing
5706,"
The following is a fragment of a conversation between a student and a teacher:
Student: If we divide the $60 by 3, the amount each friend contributed would be $20. So, $60 / 3 = $20.
",telling
5707,"
The following is a fragment of a conversation between a student and a teacher:
Student: Hamza has 2 liters of water left in the 5-liter bucket.
",probing
5708,"
The following is a fragment of a conversation between a student and a teacher:
Student: Hamza pours the 2 liters of water from the 5-liter bucket into the 6-liter bucket.
",probing
5709,"
The following is a fragment of a conversation between a student and a teacher:
Student: After pouring 2 liters into the 6-liter bucket, there would be 4 liters of space left in the 6-liter bucket.
",telling
5710,"
The following is a fragment of a conversation between a student and a teacher:
Student: 4 children pass the finish line in 6 minutes.
",probing
5711,"
The following is a fragment of a conversation between a student and a teacher:
Student: 3x 4 = 12 children finish in 8 minutes.
",probing
5712,"
The following is a fragment of a conversation between a student and a teacher:
Student: 4 + 12 = 16 children have finished in less than 8 minutes.
",probing
5713,"
The following is a fragment of a conversation between a student and a teacher:
Student: 40 - 16 = 24 children are left to finish.
",probing
5714,"
The following is a fragment of a conversation between a student and a teacher:
Student: We need to calculate 1/6 of 24, which is 24/6 = 4 children. Therefore, there are 24 - 4 = 20 children who take more than 14 minutes.
",probing
5715,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, because 1/6 of 24 is 4, and that is the number of children who take more than 14 minutes. So, if we subtract 4 from 24, we get 20, which is the number of children who take more than 14 minutes.
",probing
5716,"
The following is a fragment of a conversation between a student and a teacher:
Student: No, I don't need to do another calculation. We have already calculated that 1/6 of 24 is 4, so that means 4 children take more than 14 minutes. Therefore, if we subtract 4 from 24, we get 20, which is the number of children who take more than 14 minutes.
",probing
5717,"
The following is a fragment of a conversation between a student and a teacher:
Student: I'm not doing another calculation. I'm just using the calculation I already did to answer the question. I calculated that 1/6 of 24 is 4, so that means 4 children take more than 14 minutes. Then, I subtracted 4 from 24 to get 20, which is the number of children who take more than 14 minutes.
",probing
5718,"
The following is a fragment of a conversation between a student and a teacher:
Student: The answer is 20.
",telling
5719,"
The following is a fragment of a conversation between a student and a teacher:
Student: Mark has 5 sick days and 5 vacation days left.
",probing
5720,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each day covers an 8-hour long workday, so Mark has 5 x 8 = 40 hours' worth of sick days left and 5 x 8 = 40 hours' worth of vacation days left.
",probing
5721,"
The following is a fragment of a conversation between a student and a teacher:
Student: 40 + 40 = 80 hours' worth of days left for Mark.
",telling
5722,"
The following is a fragment of a conversation between a student and a teacher:
Student: Jimmy sold the 4 figures for $10 each, so he sold them for $10 x 4 = $40.
",probing
5723,"
The following is a fragment of a conversation between a student and a teacher:
Student: Jimmy sold the figure worth $20 for $15, since he sold it for $5 less than its value.
",probing
5724,"
The following is a fragment of a conversation between a student and a teacher:
Student: Jimmy made a total of $40 + $15 = $55 if he sold all the figures.
",telling
5725,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating the total number of sheets of paper. I multiplied 3 (the number of folders) by 10 (the number of sheets in each folder) to get 30 sheets of paper. Then, I multiplied the number of sheets in each folder by the number of stickers on each sheet. For the red folder, I multiplied 30 by 3 to get 90 stickers. For the green folder, I multiplied 30 by 2 to get 60 stickers. For the blue folder, I multiplied 30 by 1 to get 30 stickers. Finally, I added all the stickers together to get the total number of stickers, which was 90 + 60 + 30 = 180.
",generic
5726,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I forgot to add the stickers in the red folder. So, the total should be 90 + 60 + 30 + 90 = 270.
",focus
5727,"
The following is a fragment of a conversation between a student and a teacher:
Student: There are 3 folders, and each folder has 10 sheets of paper.
",focus
5728,"
The following is a fragment of a conversation between a student and a teacher:
Student: In total, there are 3 x 10 = 30 sheets of paper.
",focus
5729,"
The following is a fragment of a conversation between a student and a teacher:
Student: In the red folder, there are 10 sheets of paper.
",focus
5730,"
The following is a fragment of a conversation between a student and a teacher:
Student: For the red folder, each sheet of paper gets 3 stickers, so 10 x 3 = 30 stickers.
",focus
5731,"
The following is a fragment of a conversation between a student and a teacher:
Student: For the green folder, each sheet of paper gets 2 stickers, so 10 x 2 = 20 stickers. For the blue folder, each sheet of paper gets 1 sticker, so 10 x 1 = 10 stickers.
",focus
5732,"
The following is a fragment of a conversation between a student and a teacher:
Student: In total, there are 30 + 20 + 10 = 60 stickers.
",focus
5733,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by figuring out how much time Anna and Billy spent on their tasks. Anna spent 30 minutes sweeping 10 rooms and Billy spent 18 minutes doing two loads of laundry. So, they have spent a total of 48 minutes so far. To make sure they spend the same amount of time, I figured out that Billy should spend 48/2 - 18 = 6 minutes washing dishes. Since each dish takes 2 minutes to wash, Billy should wash 6/2 = 3 dishes.
",focus
5734,"
The following is a fragment of a conversation between a student and a teacher:
Student: Billy will have spent 24 minutes in total (18 minutes on laundry + 6 minutes on dishes). That is the same amount of time that Anna spent (30 minutes on sweeping).
",focus
5735,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I mean that 24 minutes is the same as 30 minutes. This means that Anna and Billy have both spent the same amount of time doing chores.
",telling
5736,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, I understand that 24 minutes isn't the same as 30 minutes. However, in this case, Anna and Billy have both spent the same amount of time doing chores. Anna spent 30 minutes sweeping 10 rooms, and Billy spent 18 minutes doing two loads of laundry and 6 minutes washing 3 dishes. This adds up to 24 minutes, which is the same amount of time that Anna spent.
",telling
5737,"
The following is a fragment of a conversation between a student and a teacher:
Student: Yes, my solution is 1590 x 40/100 = 636 students will move to a new school. There will be 1590 - 636 = 954 students remaining at Harrison Elementary School. Each grade level has 954/3 = 318 students. Each grade level has 20 x 3 = 60 advanced students. Each grade level has 318 - 60 = 258 normal students. Each normal class at the new school will have 258/6 = 43 students. 43
",focus
5738,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each grade level has 954/3 = 318 students. Each grade level has 20 x 3 = 60 advanced students. Each grade level has 318 - 60 = 258 normal students.
",telling
5739,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each grade level has 636/3 = 212 students. Each grade level has 20 x 3 = 60 advanced students. Each grade level has 212 - 60 = 152 normal students. Each normal class at the new school will have 152/6 = 25 students. 25
",focus
5740,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each grade level has 212 - 20 = 192 normal students. Each normal class at the new school will have 192/6 = 32 students. 32
",telling
5741,"
The following is a fragment of a conversation between a student and a teacher:
Student: Sure. I started by calculating the amount of fat in one cup of cream, which is 8 x 28.35 = 226.8 grams. Then, I divided that by 4 to get the amount of fat in each serving, which is 56.7 grams. Finally, I multiplied that by 0.5 to get the amount of fat added to each serving, which is 28.35 grams.
",focus
5742,"
The following is a fragment of a conversation between a student and a teacher:
Student: A cup of cream has 88 grams of fat per cup.
",focus
5743,"
The following is a fragment of a conversation between a student and a teacher:
Student: Each serving had 226.8/4 = 56.7 grams of fat.
",focus
5744,"
The following is a fragment of a conversation between a student and a teacher:
Student: A cup of cream has 88 grams of fat per cup.
",telling
5745,"
The following is a fragment of a conversation between a student and a teacher:
Student: Oh, I see. I was using the wrong number. So if I use 88 grams of fat per cup, then each serving would have 88/4 = 22 grams of fat. And with half a cup added, that would be 11 grams of fat added to each serving.
",telling
5746,"
The following is a fragment of a conversation between a student and a teacher:
Student: Hi teacher, my solution is that the number of people who entered the bus at the first pickup point was 3/5 x 80 = 48. So there were 48 + 50 = 98 people on the bus. Therefore, 80 - 98 = -18 people could not take the bus because it was full. However, since we cannot have negative people, we can say that there were 0 people who could not take the bus because it was full (meaning that the bus was over capacity by 18 people).
",focus
5747,"
The following is a fragment of a conversation between a student and a teacher:
Student: Once the 48 people entered, there were 32 seats available (80 - 48 = 32).
",focus
5748,"
The following is a fragment of a conversation between a student and a teacher:
Student: Since there were only 32 seats available, 18 people could not get on (50 - 32 = 18).
",telling
